full_name,age,monthly_income,loan_amount,loan_term_months,credit_history_years,late_payments_12m,existing_debt,num_credit_cards,credit_utilization,employment_years,employment_type,home_ownership,loan_purpose,collateral_type,number_of_dependents,recent_credit_inquiries,default
KH_01079,65,4832512.0,22909581.0,24,22.67,1,47197148.0,6,0.497,13.74,full_time,own,medical,vehicle,0,0,0
KH_01080,70,12500491.0,180194400.0,6,0.11,0,10736697.0,0,0.397,27.32,full_time,own,vehicle,none,4,0,0
KH_01081,74,22743024.0,91364983.0,36,1.4,0,174613205.0,5,0.044,22.51,self_employed,family,personal,none,2,0,0
KH_01082,72,19666952.0,204463383.0,12,10.93,0,13977058.0,6,0.391,15.87,full_time,rent,personal,savings,1,1,1
KH_01083,49,39255131.0,46355825.0,48,11.37,1,68076669.0,3,0.556,26.53,self_employed,mortgage,personal,real_estate,3,0,0
KH_01084,29,64163724.0,97153841.0,6,24.02,0,2130310.0,7,0.157,2.67,self_employed,rent,home,none,0,0,0
KH_01085,65,29486682.0,94759798.0,6,6.73,0,21871286.0,5,0.425,29.89,full_time,rent,personal,none,1,2,0
KH_01086,63,44212616.0,130139987.0,18,13.69,1,4570375.0,5,0.202,26.8,contract,own,personal,none,3,3,0
KH_01087,74,29629635.0,36943215.0,24,17.58,1,12304591.0,5,0.603,19.76,unemployed,rent,medical,vehicle,2,0,0
KH_01088,55,54696858.0,154561565.0,48,17.36,0,44232127.0,2,0.476,28.31,full_time,rent,personal,real_estate,0,0,0
KH_01089,26,59944949.0,18742612.0,48,8.32,3,39396648.0,2,0.434,27.74,full_time,rent,business,none,2,0,0
KH_01090,46,33402446.0,51016235.0,120,21.23,3,13628168.0,0,0.329,20.34,contract,mortgage,personal,none,0,1,0
KH_01091,43,28489023.0,23842964.0,24,8.59,1,30663954.0,7,0.051,5.05,self_employed,rent,business,savings,0,1,0
KH_01092,66,15752055.0,181961688.0,6,11.0,1,39787077.0,7,0.543,8.86,part_time,family,education,none,4,1,1
KH_01093,40,17522794.0,126459340.0,60,1.78,1,15496949.0,1,0.745,8.5,full_time,family,home,guarantor,3,1,0
KH_01094,36,14451201.0,132613982.0,48,24.65,1,57723019.0,1,0.115,9.24,full_time,mortgage,personal,none,1,2,1
KH_01095,22,26955445.0,314826174.0,12,22.57,3,33700358.0,1,0.113,6.16,full_time,own,medical,vehicle,1,1,1
KH_01096,65,11270014.0,68803819.0,12,6.71,0,17081171.0,5,0.252,13.65,full_time,family,personal,none,3,2,0
KH_01097,61,15897355.0,151102362.0,24,13.5,1,182683661.0,1,0.334,20.77,full_time,rent,personal,savings,0,1,0
KH_01098,20,4000000.0,95195119.0,24,20.85,1,19699304.0,0,0.544,14.68,full_time,family,medical,vehicle,4,0,0
KH_01099,42,55167841.0,83639032.0,36,1.58,1,10045013.0,5,0.458,21.91,part_time,rent,personal,real_estate,3,0,0
KH_01100,45,15596761.0,273264893.0,18,16.25,0,78767965.0,0,0.416,25.47,full_time,own,vehicle,none,3,0,0
KH_01101,44,24203543.0,528164152.0,84,18.56,1,54889230.0,0,0.28,27.44,self_employed,own,business,guarantor,2,2,0
KH_01102,70,46429411.0,62368666.0,36,16.25,1,3854094.0,0,0.37,27.95,self_employed,own,vehicle,vehicle,0,0,0
KH_01103,26,21879771.0,182814380.0,48,19.54,0,4062227.0,8,0.413,20.48,full_time,rent,vehicle,savings,0,0,0
KH_01104,35,46025480.0,118044190.0,12,5.8,0,47311394.0,8,0.105,8.36,part_time,family,home,none,0,1,0
KH_01105,28,8030463.0,119253947.0,36,11.73,0,14498760.0,5,0.486,1.97,full_time,rent,personal,none,0,2,1
KH_01106,31,85512840.0,111042248.0,60,15.27,0,39779517.0,3,0.324,1.23,full_time,rent,home,vehicle,0,2,0
KH_01107,69,36488363.0,67808895.0,6,24.73,1,19725940.0,8,0.225,25.75,full_time,rent,debt_consolidation,guarantor,2,3,0
KH_01108,71,20621895.0,5000000.0,36,1.12,0,49842056.0,0,0.328,15.27,self_employed,rent,personal,vehicle,2,3,0
KH_01109,20,45452750.0,331755283.0,18,5.65,0,62540975.0,1,0.51,6.61,full_time,rent,debt_consolidation,none,2,1,0
KH_01110,54,8421257.0,49863385.0,24,8.31,1,4486479.0,4,0.153,9.97,full_time,mortgage,business,none,1,2,0
KH_01111,31,14921037.0,73294538.0,60,21.62,2,10728845.0,1,0.252,18.15,full_time,mortgage,home,guarantor,1,0,0
KH_01112,28,46022689.0,74631353.0,48,19.86,2,144880598.0,4,0.557,18.3,full_time,rent,debt_consolidation,real_estate,3,2,0
KH_01113,34,5348321.0,46227589.0,48,21.13,0,45630903.0,6,0.254,27.77,full_time,mortgage,home,vehicle,1,1,0
KH_01114,29,25911045.0,110389364.0,18,16.7,1,58912635.0,0,0.458,2.82,self_employed,own,business,vehicle,2,0,0
KH_01115,45,25439072.0,86673146.0,60,13.68,0,299873385.0,7,0.387,20.92,full_time,rent,personal,savings,2,1,0
KH_01116,74,64739307.0,48947784.0,36,10.76,3,96468761.0,8,0.325,28.77,self_employed,own,vehicle,none,0,0,0
KH_01117,51,6433063.0,102177999.0,12,13.97,0,33108907.0,2,0.367,12.61,full_time,mortgage,personal,none,4,0,1
KH_01118,59,51245712.0,87507104.0,60,2.48,1,9551661.0,7,0.539,14.36,full_time,rent,business,none,0,1,0
KH_01119,46,12512345.0,198040678.0,6,2.14,3,116066229.0,6,0.43,11.94,self_employed,rent,personal,real_estate,3,2,1
KH_01120,18,13461256.0,28803137.0,6,1.7,0,119241890.0,2,0.19,5.91,part_time,rent,business,none,1,1,0
KH_01121,22,8134131.0,45387137.0,60,3.55,1,39961230.0,7,0.373,0.06,full_time,rent,debt_consolidation,none,0,1,1
KH_01122,33,8875263.0,166719480.0,6,8.81,0,224014411.0,8,0.35,18.77,full_time,family,education,none,2,1,1
KH_01123,31,23398251.0,52249388.0,12,10.79,1,46447285.0,2,0.43,22.67,self_employed,rent,personal,vehicle,1,2,0
KH_01124,65,8735158.0,41759115.0,6,24.73,2,37374275.0,6,0.31,27.02,full_time,rent,debt_consolidation,none,0,0,0
KH_01125,66,29123825.0,54492461.0,60,22.4,1,116277608.0,3,0.178,0.87,part_time,family,medical,none,0,1,0
KH_01126,66,11698303.0,82597364.0,6,19.48,0,57391638.0,5,0.224,21.78,self_employed,rent,home,none,1,0,0
KH_01127,54,8181699.0,82864569.0,24,5.92,0,75057068.0,3,0.516,27.82,full_time,rent,personal,savings,0,2,0
KH_01128,49,12772518.0,75289825.0,18,13.44,1,4074877.0,0,0.497,26.45,full_time,mortgage,debt_consolidation,vehicle,2,2,0
KH_01129,55,22403819.0,37544590.0,24,11.59,1,50122898.0,6,0.764,14.38,full_time,mortgage,home,vehicle,2,1,0
KH_01130,41,15030660.0,173641835.0,24,15.68,1,21224260.0,0,0.421,0.95,self_employed,rent,personal,real_estate,3,0,0
KH_01131,56,18404742.0,277854187.0,60,1.12,2,19877640.0,3,0.294,0.41,full_time,rent,personal,savings,0,1,0
KH_01132,63,28301268.0,17742188.0,48,1.77,1,27594687.0,5,0.386,6.95,full_time,rent,personal,none,1,1,0
KH_01133,61,36377327.0,24029930.0,60,7.01,0,17436090.0,0,0.573,16.84,contract,own,personal,none,0,1,0
KH_01134,52,14714153.0,211080188.0,48,2.98,1,71676083.0,2,0.492,24.11,full_time,own,education,savings,0,0,0
KH_01135,21,9130564.0,341769509.0,24,9.57,0,10422166.0,5,0.61,11.32,self_employed,family,medical,none,1,1,1
KH_01136,59,18912691.0,14731787.0,12,9.17,0,5702861.0,2,0.683,3.84,contract,rent,personal,vehicle,0,1,0
KH_01137,38,24441781.0,179995292.0,36,24.78,2,30023153.0,0,0.115,17.67,full_time,own,debt_consolidation,guarantor,2,1,0
KH_01138,60,6965019.0,362131561.0,24,16.84,0,132222340.0,5,0.067,9.24,full_time,family,vehicle,none,0,3,1
KH_01139,48,10089309.0,43239708.0,36,4.2,1,20560297.0,5,0.226,0.05,self_employed,mortgage,personal,real_estate,0,1,1
KH_01140,68,11278523.0,344649281.0,6,14.04,0,26667067.0,0,0.615,14.79,full_time,family,debt_consolidation,guarantor,4,1,1
KH_01141,37,15725559.0,77363457.0,48,2.52,0,26051801.0,2,0.333,19.74,full_time,rent,debt_consolidation,none,0,1,0
KH_01142,71,10975875.0,117595550.0,24,24.64,1,431425304.0,4,0.699,2.62,full_time,own,business,vehicle,1,3,1
KH_01143,66,28501258.0,48835688.0,24,1.17,1,89402932.0,6,0.194,14.89,full_time,family,personal,guarantor,0,0,0
KH_01144,36,6340992.0,210752386.0,120,5.56,1,19140875.0,2,0.496,15.37,unemployed,rent,education,none,4,0,1
KH_01145,45,6446611.0,182928245.0,18,13.53,2,28344589.0,1,0.721,20.87,full_time,own,debt_consolidation,none,3,1,1
KH_01146,48,14488338.0,389869716.0,12,17.86,1,15871775.0,2,0.589,14.51,part_time,rent,business,guarantor,3,0,0
KH_01147,61,16057844.0,306226779.0,12,12.82,1,224667718.0,6,0.169,3.88,full_time,own,debt_consolidation,none,2,3,1
KH_01148,57,6992606.0,89302737.0,24,23.13,0,7491917.0,2,0.251,10.32,unemployed,family,home,none,0,1,0
KH_01149,66,12133679.0,1263867184.0,36,4.71,1,13106058.0,8,0.583,29.08,full_time,rent,personal,vehicle,0,1,1
KH_01150,39,13869515.0,283718747.0,120,24.5,1,84741109.0,0,0.172,27.83,full_time,rent,debt_consolidation,real_estate,1,1,0
KH_01151,46,13939522.0,142486648.0,60,6.47,1,191332135.0,6,0.127,11.69,self_employed,rent,medical,none,1,2,1
KH_01152,42,19867689.0,38560500.0,48,18.16,0,34302172.0,8,0.452,20.79,self_employed,own,vehicle,vehicle,0,1,0
KH_01153,69,11708856.0,24514918.0,48,7.75,0,26487898.0,2,0.05,20.02,full_time,own,personal,savings,1,1,0
KH_01154,35,47038450.0,26351784.0,18,17.87,0,36221937.0,2,0.306,20.36,contract,mortgage,personal,none,1,0,0
KH_01155,51,24722278.0,40698613.0,60,0.21,1,37668115.0,4,0.44,2.03,full_time,mortgage,vehicle,none,0,1,0
KH_01156,24,10652003.0,290184500.0,36,17.03,1,285431750.0,5,0.32,8.76,self_employed,own,business,none,3,1,1
KH_01157,66,19140456.0,136160624.0,12,20.61,0,54134499.0,7,0.465,15.23,contract,family,business,none,2,0,0
KH_01158,39,19511065.0,53433744.0,84,8.98,0,24159669.0,8,0.254,12.06,full_time,own,vehicle,savings,1,3,0
KH_01159,37,39644044.0,80183761.0,24,19.68,1,52079627.0,7,0.786,1.33,self_employed,family,personal,savings,4,1,0
KH_01160,51,12183995.0,72292850.0,12,13.25,0,89245803.0,3,0.857,16.15,full_time,rent,home,none,1,1,1
KH_01161,46,29640507.0,177656647.0,48,8.87,0,13573282.0,0,0.364,15.31,full_time,mortgage,personal,savings,0,0,0
KH_01162,66,18496419.0,42641654.0,18,14.54,0,45162293.0,4,0.275,14.21,full_time,rent,personal,savings,2,3,0
KH_01163,48,47460130.0,121151654.0,12,14.51,2,35826141.0,0,0.029,17.3,part_time,mortgage,education,none,0,1,0
KH_01164,47,41656241.0,116150014.0,18,8.06,0,11071730.0,6,0.35,28.53,full_time,mortgage,personal,real_estate,2,0,0
KH_01165,23,20458702.0,43740387.0,36,8.06,1,22894963.0,0,0.246,26.31,full_time,own,business,real_estate,2,0,0
KH_01166,19,15178623.0,347100650.0,24,11.58,0,21595870.0,0,0.342,27.11,full_time,own,debt_consolidation,none,0,0,0
KH_01167,40,25019752.0,70005523.0,6,0.81,1,21272648.0,4,0.108,19.02,full_time,mortgage,home,none,1,0,0
KH_01168,74,16007850.0,38705127.0,24,14.75,2,227354429.0,5,0.044,1.09,full_time,mortgage,debt_consolidation,none,1,0,1
KH_01169,70,53654824.0,185816133.0,18,14.94,1,35683214.0,1,0.333,11.06,full_time,family,personal,real_estate,0,2,0
KH_01170,53,18941917.0,94266975.0,36,13.5,0,49525550.0,5,0.199,18.07,contract,mortgage,personal,guarantor,2,0,0
KH_01171,53,13828118.0,127354398.0,24,18.62,0,67481539.0,6,0.335,24.95,self_employed,mortgage,personal,vehicle,4,2,0
KH_01172,40,13351409.0,32878924.0,12,12.63,0,32767109.0,1,0.096,5.0,full_time,family,home,none,3,2,0
KH_01173,28,8181689.0,179533799.0,18,8.38,1,22436396.0,8,0.407,13.71,full_time,rent,personal,none,0,0,1
KH_01174,18,25845466.0,570420484.0,18,20.0,1,155331640.0,1,0.26,21.47,self_employed,mortgage,home,none,2,4,0
KH_01175,37,10563075.0,30765717.0,24,6.84,1,156508505.0,0,0.298,15.06,self_employed,family,personal,none,0,2,0
KH_01176,36,36751099.0,121618264.0,60,0.07,3,86683157.0,8,0.343,23.64,full_time,rent,home,savings,2,2,1
KH_01177,28,7767621.0,46168439.0,18,6.96,0,31325280.0,6,0.353,8.02,full_time,rent,debt_consolidation,vehicle,3,0,1
KH_01178,32,19552022.0,885342717.0,12,17.84,0,49708850.0,6,0.366,0.34,part_time,mortgage,business,vehicle,1,3,1
KH_01179,19,38016383.0,258138762.0,6,8.1,1,15515153.0,0,0.814,15.12,full_time,own,medical,none,1,0,1
KH_01180,52,4443361.0,114388541.0,36,4.12,0,38645084.0,4,0.062,24.63,full_time,mortgage,education,vehicle,2,0,0
KH_01181,70,66836167.0,31693839.0,24,11.74,0,10786319.0,0,0.304,21.48,unemployed,rent,personal,none,1,1,0
KH_01182,57,13652687.0,38925984.0,36,4.54,1,77675054.0,7,0.185,24.4,part_time,rent,debt_consolidation,none,4,0,0
KH_01183,43,19728884.0,169718809.0,48,18.65,3,181460434.0,3,0.242,11.06,full_time,own,debt_consolidation,none,2,1,0
KH_01184,41,26096827.0,28266894.0,6,2.29,0,11327128.0,7,0.509,21.59,self_employed,family,personal,none,1,2,1
KH_01185,35,28857088.0,29030962.0,24,4.88,0,202307155.0,8,0.179,2.43,contract,rent,personal,none,1,1,0
KH_01186,26,21507384.0,90678134.0,84,19.54,0,65481773.0,2,0.572,3.99,full_time,mortgage,debt_consolidation,none,0,1,0
KH_01187,52,34421168.0,100807609.0,18,17.57,1,16078099.0,2,0.411,25.17,full_time,rent,medical,none,0,2,0
KH_01188,50,25223289.0,124317200.0,36,6.99,0,45196061.0,8,0.377,25.65,contract,own,home,vehicle,0,3,0
KH_01189,18,56539782.0,61942911.0,36,24.77,0,163025865.0,4,0.503,22.35,contract,family,vehicle,real_estate,2,2,0
KH_01190,41,25276741.0,196750068.0,18,1.69,1,120829239.0,6,0.614,24.08,self_employed,family,home,guarantor,5,1,0
KH_01191,33,64546432.0,43261676.0,48,4.87,1,117165155.0,8,0.256,6.28,full_time,mortgage,personal,none,2,4,0
KH_01192,27,32332503.0,153309288.0,6,5.99,3,24122064.0,3,0.105,6.15,full_time,rent,personal,none,2,3,1
KH_01193,58,5565764.0,107965556.0,18,12.81,0,13701891.0,5,0.546,13.07,full_time,rent,home,real_estate,4,1,0
KH_01194,47,98257197.0,149958920.0,36,12.81,0,34930224.0,6,0.482,13.72,part_time,rent,education,none,0,2,0
KH_01195,54,12391963.0,245797497.0,60,9.19,1,39478000.0,3,0.471,21.34,full_time,rent,home,vehicle,3,0,1
KH_01196,58,47582991.0,61116213.0,6,5.87,0,28231059.0,5,0.344,26.71,part_time,own,personal,vehicle,5,2,0
KH_01197,73,18316229.0,51310416.0,36,15.88,0,19007042.0,2,0.145,19.52,full_time,rent,debt_consolidation,none,0,2,0
KH_01198,63,35876426.0,21427496.0,6,10.6,0,12755224.0,6,0.104,8.03,part_time,rent,business,savings,3,2,0
KH_01199,53,11505906.0,16178091.0,36,22.65,0,71317765.0,2,0.14,15.1,full_time,family,personal,none,3,3,0
KH_01200,68,27034281.0,77496412.0,24,1.62,0,17262090.0,4,0.48,13.66,full_time,own,debt_consolidation,vehicle,0,1,0
KH_01201,45,15268592.0,82139188.0,24,22.54,0,78307190.0,0,0.727,0.26,contract,mortgage,personal,none,0,0,0
KH_01202,74,50235592.0,35753173.0,84,20.18,2,25941972.0,7,0.447,23.56,self_employed,rent,debt_consolidation,none,2,3,0
KH_01203,61,23938931.0,42921588.0,36,11.66,2,31782026.0,0,0.456,28.74,self_employed,family,business,none,3,3,0
KH_01204,55,33073570.0,328568536.0,12,17.38,1,10769177.0,0,0.129,5.37,full_time,mortgage,business,real_estate,5,0,0
KH_01205,69,4409326.0,189478106.0,120,18.54,1,52262541.0,6,0.209,20.02,full_time,family,debt_consolidation,none,0,0,1
KH_01206,47,17026135.0,30797817.0,18,22.9,0,26544201.0,1,0.265,4.74,contract,rent,vehicle,real_estate,3,0,0
KH_01207,59,23505403.0,61794467.0,36,12.11,1,11923081.0,5,0.202,24.88,full_time,own,business,real_estate,1,1,0
KH_01208,34,20815990.0,127092092.0,36,2.96,2,27834619.0,8,0.343,29.39,full_time,mortgage,vehicle,none,1,0,0
KH_01209,72,33620095.0,52843055.0,60,19.57,1,14770860.0,1,0.246,29.78,self_employed,rent,education,none,1,1,0
KH_01210,53,14189950.0,45259774.0,24,3.95,0,7238544.0,1,0.622,12.57,full_time,family,debt_consolidation,none,3,0,0
KH_01211,62,18579956.0,67511689.0,48,22.2,1,74418044.0,3,0.693,8.65,unemployed,mortgage,debt_consolidation,none,1,0,1
KH_01212,44,38790259.0,227436578.0,36,20.05,0,11102901.0,7,0.334,21.79,full_time,own,debt_consolidation,none,1,0,1
KH_01213,67,4092778.0,245672851.0,24,17.62,1,55107822.0,2,0.351,0.18,full_time,own,vehicle,guarantor,1,1,1
KH_01214,22,26402259.0,48167276.0,60,8.53,3,344171995.0,8,0.155,16.67,full_time,rent,education,vehicle,1,1,1
KH_01215,24,14488375.0,133123611.0,18,1.73,0,13677146.0,3,0.174,1.04,full_time,own,home,none,1,2,0
KH_01216,46,9947935.0,89510835.0,18,10.6,1,55786887.0,6,0.5,18.05,self_employed,own,education,none,3,0,1
KH_01217,59,22401446.0,38199006.0,36,6.51,0,23313576.0,5,0.361,18.52,full_time,mortgage,vehicle,vehicle,5,3,0
KH_01218,64,39973435.0,69916127.0,12,24.9,1,44902258.0,4,0.619,28.96,full_time,rent,home,none,0,0,0
KH_01219,43,35368276.0,30729116.0,60,19.32,0,5952785.0,1,0.468,15.48,full_time,rent,personal,vehicle,0,2,0
KH_01220,55,16486606.0,241871507.0,24,4.27,0,52677186.0,3,0.447,9.16,contract,mortgage,business,real_estate,1,2,1
KH_01221,49,31804360.0,336773604.0,24,0.8,0,38861168.0,6,0.363,8.29,full_time,mortgage,personal,vehicle,2,1,0
KH_01222,72,31646131.0,63486199.0,36,23.35,0,389977739.0,1,0.313,29.15,full_time,rent,education,none,0,1,0
KH_01223,55,17006242.0,51836382.0,60,12.56,0,4535383.0,0,0.102,1.97,contract,rent,personal,none,3,0,0
KH_01224,41,11471542.0,220569964.0,36,18.61,2,21583710.0,4,0.188,12.37,full_time,rent,debt_consolidation,none,2,1,0
KH_01225,73,11911087.0,253037138.0,12,15.29,0,55264458.0,0,0.145,26.88,full_time,mortgage,personal,real_estate,0,2,0
KH_01226,24,31030681.0,34902553.0,24,7.36,2,84419626.0,2,0.338,25.69,full_time,family,personal,vehicle,2,3,0
KH_01227,74,17513576.0,79358194.0,48,20.04,2,30926337.0,7,0.268,25.62,self_employed,own,medical,none,2,2,0
KH_01228,26,9118938.0,85602290.0,60,5.28,1,123934582.0,1,0.358,25.69,full_time,own,home,none,3,4,0
KH_01229,34,6020744.0,46742314.0,36,20.33,1,37326127.0,6,0.417,9.39,full_time,own,medical,real_estate,4,1,0
KH_01230,64,30909457.0,124947558.0,36,24.02,1,40089266.0,0,0.095,14.4,full_time,mortgage,personal,guarantor,0,3,0
KH_01231,59,12615999.0,49642938.0,24,1.82,0,6192183.0,0,0.293,17.2,part_time,rent,education,savings,3,1,0
KH_01232,73,22311981.0,56859769.0,24,19.89,1,62813570.0,3,0.244,3.15,full_time,mortgage,business,none,1,1,0
KH_01233,60,40293141.0,82571811.0,24,16.18,1,159509399.0,0,0.602,0.2,full_time,family,personal,none,1,3,0
KH_01234,54,7687309.0,25383687.0,6,19.61,2,12997144.0,6,0.114,19.43,self_employed,rent,medical,guarantor,0,1,0
KH_01235,37,17479565.0,15671196.0,6,19.44,2,22506381.0,7,0.873,6.94,full_time,rent,business,real_estate,1,0,0
KH_01236,18,16109684.0,196436885.0,36,23.13,2,8488137.0,1,0.319,28.83,self_employed,rent,education,vehicle,0,2,0
KH_01237,25,23039373.0,47968044.0,24,2.02,1,55692387.0,0,0.17,24.25,part_time,own,business,vehicle,1,1,0
KH_01238,34,40278819.0,552494866.0,18,7.66,0,29744301.0,5,0.679,12.34,contract,mortgage,medical,guarantor,3,5,0
KH_01239,20,7585421.0,481002230.0,60,12.08,1,78752781.0,6,0.28,9.29,self_employed,family,medical,none,1,3,1
KH_01240,46,26068832.0,58516153.0,12,22.89,0,32401479.0,1,0.663,12.89,self_employed,mortgage,personal,vehicle,0,2,0
KH_01241,62,35193528.0,657210732.0,48,16.79,0,31772066.0,5,0.346,23.73,full_time,own,education,guarantor,0,2,0
KH_01242,72,15946297.0,199686377.0,48,15.72,1,32903988.0,2,0.134,3.17,full_time,rent,home,none,2,2,0
KH_01243,45,16461613.0,52002559.0,60,8.84,1,41457112.0,7,0.266,23.27,part_time,family,debt_consolidation,none,2,3,0
KH_01244,67,23626379.0,10026643.0,60,3.11,2,35805076.0,5,0.448,0.93,full_time,mortgage,business,savings,2,1,0
KH_01245,74,22522231.0,161538182.0,48,9.63,0,53538212.0,4,0.293,2.37,full_time,family,business,none,3,3,1
KH_01246,67,26282438.0,92426262.0,24,11.21,3,145935279.0,4,0.311,1.8,self_employed,mortgage,education,none,0,1,0
KH_01247,44,25924905.0,129861308.0,36,2.52,0,92781599.0,5,0.14,10.87,full_time,rent,medical,savings,0,0,0
KH_01248,36,9507584.0,74091360.0,60,4.36,0,202614574.0,3,0.125,13.64,full_time,rent,business,vehicle,2,0,1
KH_01249,73,34262278.0,34039829.0,24,19.12,1,10870818.0,1,0.274,9.97,full_time,mortgage,personal,none,2,1,0
KH_01250,31,38427787.0,62604490.0,36,6.73,0,16428649.0,6,0.341,29.05,self_employed,mortgage,business,guarantor,2,0,0
KH_01251,41,20314312.0,164095957.0,12,5.3,2,106103501.0,7,0.534,9.49,full_time,rent,personal,none,1,0,0
KH_01252,22,6815305.0,66592410.0,36,2.12,0,12729119.0,4,0.239,17.4,part_time,mortgage,personal,none,0,4,0
KH_01253,63,16706319.0,66251261.0,12,10.88,3,176840832.0,3,0.539,18.36,unemployed,mortgage,vehicle,none,5,0,1
KH_01254,55,20424509.0,24737756.0,36,1.13,0,21014096.0,8,0.53,8.27,full_time,rent,business,guarantor,2,1,0
KH_01255,22,8553851.0,97254386.0,24,12.21,2,30287419.0,2,0.161,9.36,full_time,rent,personal,none,2,1,0
KH_01256,30,14243234.0,34976189.0,18,1.02,0,24130900.0,3,0.238,8.81,part_time,family,vehicle,guarantor,3,1,0
KH_01257,49,7201445.0,196479272.0,24,2.52,1,35430283.0,0,0.492,11.67,full_time,rent,vehicle,guarantor,0,1,1
KH_01258,48,26711968.0,48222413.0,48,24.83,1,183699676.0,5,0.526,15.49,full_time,rent,personal,none,0,1,0
KH_01259,63,20050272.0,69997617.0,60,10.85,1,130783683.0,4,0.809,24.35,full_time,mortgage,debt_consolidation,savings,0,0,0
KH_01260,33,6175641.0,566340621.0,6,7.74,0,247841676.0,7,0.179,11.73,full_time,own,business,guarantor,3,3,1
KH_01261,70,22619761.0,69353844.0,12,3.47,0,342797603.0,0,0.198,22.63,self_employed,rent,business,none,2,2,1
KH_01262,43,17350840.0,61887677.0,48,11.89,0,22132748.0,5,0.728,19.81,contract,rent,debt_consolidation,savings,4,1,0
KH_01263,64,25179774.0,148055671.0,36,5.77,1,12725461.0,5,0.299,18.99,full_time,own,personal,vehicle,0,0,0
KH_01264,31,13955528.0,19733884.0,24,5.89,0,41235651.0,4,0.263,2.58,full_time,rent,debt_consolidation,vehicle,2,4,0
KH_01265,20,10691084.0,260602848.0,36,8.24,1,48482922.0,6,0.206,11.66,self_employed,rent,home,guarantor,0,2,1
KH_01266,21,10906105.0,209486376.0,60,3.6,1,8024031.0,0,0.544,23.22,full_time,own,personal,savings,0,0,0
KH_01267,39,12686788.0,140554267.0,18,12.02,2,77429843.0,1,0.214,2.0,full_time,mortgage,home,vehicle,1,3,0
KH_01268,72,18221607.0,5100185.0,24,10.52,4,12360885.0,7,0.447,14.05,full_time,rent,vehicle,none,3,0,0
KH_01269,20,19817091.0,72190592.0,6,10.88,0,23254130.0,4,0.527,3.07,self_employed,own,personal,vehicle,2,1,1
KH_01270,39,15901347.0,30504475.0,84,19.74,1,73612637.0,0,0.419,14.48,full_time,rent,home,none,1,1,0
KH_01271,24,13670142.0,233995161.0,48,1.78,1,56263258.0,4,0.556,25.19,contract,mortgage,debt_consolidation,none,3,0,1
KH_01272,71,14324332.0,220189072.0,24,6.32,0,37726933.0,4,0.131,5.19,full_time,own,medical,none,3,0,1
KH_01273,56,91871684.0,125163149.0,120,8.4,0,44602860.0,1,0.243,11.83,full_time,mortgage,personal,vehicle,0,1,0
KH_01274,61,10906952.0,32367834.0,18,9.99,0,67475953.0,1,0.453,10.14,self_employed,family,home,real_estate,2,1,0
KH_01275,58,12524540.0,320524831.0,48,0.27,0,19157553.0,4,0.168,26.66,full_time,family,debt_consolidation,none,2,0,1
KH_01276,55,150000000.0,72015956.0,48,6.09,1,48591974.0,6,0.312,25.64,self_employed,family,personal,none,3,2,0
KH_01277,62,23665787.0,417537799.0,60,6.39,2,34852856.0,5,0.369,19.98,full_time,rent,business,guarantor,0,1,0
KH_01278,18,7340334.0,112774323.0,36,22.77,1,40199400.0,6,0.52,27.34,self_employed,rent,home,vehicle,0,0,1
KH_01279,67,31128333.0,138462078.0,12,2.52,0,111411655.0,6,0.345,7.05,full_time,own,personal,none,2,1,0
KH_01280,60,9962684.0,60858466.0,12,12.04,0,46655576.0,1,0.386,1.8,full_time,rent,debt_consolidation,none,3,0,0
KH_01281,60,32500704.0,297591551.0,12,4.66,1,145391571.0,1,0.073,29.55,self_employed,mortgage,medical,guarantor,1,1,0
KH_01282,40,15693495.0,150954501.0,60,24.74,0,21338334.0,6,0.625,4.66,full_time,own,education,vehicle,1,2,0
KH_01283,63,13524522.0,306821949.0,24,12.6,0,31905725.0,6,0.326,21.06,full_time,own,debt_consolidation,none,2,3,0
KH_01284,39,51230189.0,104660281.0,36,8.17,0,7643544.0,3,0.533,9.06,full_time,family,debt_consolidation,vehicle,1,1,0
KH_01285,20,26011341.0,86472532.0,6,23.19,0,13368319.0,5,0.283,27.47,full_time,rent,education,vehicle,0,4,0
KH_01286,69,33879662.0,149257098.0,24,16.41,0,24080618.0,2,0.253,26.01,self_employed,rent,personal,real_estate,5,3,1
KH_01287,31,23880675.0,306730375.0,24,4.36,1,56227353.0,1,0.274,27.96,full_time,rent,home,none,3,2,1
KH_01288,23,13483717.0,213584776.0,36,17.1,3,21229260.0,1,0.236,26.85,full_time,own,medical,guarantor,0,1,0
KH_01289,53,26782592.0,101220358.0,24,18.86,0,11769852.0,1,0.444,16.13,unemployed,own,medical,none,2,1,0
KH_01290,31,39502413.0,18563067.0,12,12.92,2,49397126.0,2,0.386,11.32,full_time,mortgage,medical,none,0,2,1
KH_01291,66,19647527.0,179224248.0,6,1.14,0,6614468.0,2,0.505,25.96,full_time,rent,vehicle,none,4,1,1
KH_01292,43,58057822.0,26493796.0,84,18.56,2,6861292.0,8,0.454,5.4,full_time,family,personal,none,2,2,0
KH_01293,18,31286555.0,92718179.0,36,8.43,0,15424834.0,6,0.534,11.43,full_time,rent,personal,savings,2,1,0
KH_01294,72,20659193.0,81565666.0,36,2.41,1,51963010.0,1,0.353,14.66,full_time,family,vehicle,none,1,1,0
